associatedReferences,associatedReferencesID,acceptedNameUsage,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,verbatimEventDate,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum malachurum (KIRBY 1802),gbif:1355085,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.00,mean,mm,13,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum aeratum (KIRBY 1802),gbif:1355135,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.26,mean,mm,3,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum politum (SCHENCK 1853),gbif:1355230,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.26,mean,mm,3,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Lasioglossum zonulum (SMITH 1848),gbif:1355337,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.90,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Panurgus calcaratus (SCOPOLI 1763),gbif:1355949,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.71,mean,mm,8,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena haemorrhoa (FABRICIUS 1781),gbif:1356981,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.63,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena minutula (KIRBY) 1802,gbif:1357013,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.28,mean,mm,2,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena flavipes PANZER 1800,gbif:1357156,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.19,mean,mm,19,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena labialis (KIRBY 1802),gbif:1357222,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.39,mean,mm,4,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena notophila COCKERELL 1933,gbif:1357408,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.69,mean,mm,611,NA,NA,NA,NA,August to December 2009 and 2010,NA,NA,adult,town of Stellenbosch,33°57’S,18°46’E,NA,NA,NA,South Africa,Western Cape Province,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena polita SMITH 1847,gbif:1357535,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.33,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena nitida (MÜLLER 1776),gbif:1357545,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,3.10,mean,mm,2,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena fulvago (CHRIST 1791),gbif:1357646,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,individual,2.22,single observation,mm,NA,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena dorsata (KIRBY 1802),gbif:1357872,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.11,mean,mm,2,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena simontornyella NOSKIEWICZ 1940,gbif:1358222,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,1.35,mean,mm,8,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena gravida IMHOFF 1833,gbif:1358314,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.89,mean,mm,9,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Andrena ovatula (KIRBY 1802),gbif:1358376,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,2.14,mean,mm,37,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
"Kratschmer, S., Pachinger, B., Gaigher, R., Pryke, J. S., van Schalkwyk, J., Samways, M. J., ... & Winter, S. (2021). Enhancing flowering plant functional richness improves wild bee diversity in vineyard inter‐rows in different floral kingdoms. Ecology and Evolution, 11(12), 7927-7945.",https://doi.org/10.1002/ece3.7623,Osmia caerulescens (LINNAEUS 1758),gbif:5039096,tongue size,tongue length,http://purl.obolibrary.org/obo/HAO_0002606,"Mouthpart length (i.e., length of proboscis) of each bee species was estimated based on bee family and average ITD (Table S1) using the R package BeeIT; Cariveau, D. P., Nayak, G. K., Bartomeus, I., Zientek, J., Ascher, J. S., Gibbs, J., & Winfree, R. (2016). The allometry of bee proboscis length and its uses in ecology. PloS one, 11(3), e0151482.",NA,species,3.94,mean,mm,5,NA,NA,NA,NA,2015-2016,NA,NA,adult,two Eastern Austrian viticultural areas: Carnuntum and Neusiedlersee–Hügelland,48°04′N; 7°54′N,16°47′E; 16°41′E,NA,NA,NA,Austria,NA,NA,NA
